ability_id,upgrade_id,upgrade_level,ability_point_cost,effect_reference,mechanic,operation,value,unit,condition,confidence,source_ids,notes
infernus_napalm,infernus_napalm_t2,2,2,infernus_napalm::lifesteal_percent_hero,lifesteal_percent_hero,unlock,15,percent,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
infernus_napalm,infernus_napalm_t3,3,5,infernus_napalm::incoming_damage_percent_from_caster,incoming_damage_percent_from_caster,add,17,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
infernus_napalm,infernus_napalm_t3,3,5,infernus_napalm::heal_amp_receive_penalty_percent,heal_amp_receive_penalty_percent,unlock,-33,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
infernus_napalm,infernus_napalm_t3,3,5,infernus_napalm::heal_amp_regen_penalty_percent,heal_amp_regen_penalty_percent,unlock,-33,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
infernus_flame_dash,infernus_flame_dash_t1,1,1,infernus_flame_dash::ability_cooldown,ability_cooldown,reduce_cooldown,-12,seconds,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
infernus_flame_dash,infernus_flame_dash_t2,2,2,infernus_flame_dash::dps,dps,add,20,damage_per_second,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
infernus_flame_dash,infernus_flame_dash_t2,2,2,infernus_flame_dash::ground_flame_duration,ground_flame_duration,add,1,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
infernus_flame_dash,infernus_flame_dash_t3,3,5,infernus_flame_dash::ability_charges,ability_charges,add_charge,2,charges,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
infernus_flame_dash,infernus_flame_dash_t3,3,5,infernus_flame_dash::ability_cooldown_between_charge,ability_cooldown_between_charge,unlock,14,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
infernus_afterburn,infernus_afterburn_t1,1,1,infernus_afterburn::dps,dps,add,16,damage_per_second,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
infernus_afterburn,infernus_afterburn_t2,2,2,infernus_afterburn::outgoing_tech_damage_percent,outgoing_tech_damage_percent,unlock,-35,percent,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
infernus_afterburn,infernus_afterburn_t3,3,5,infernus_afterburn::burn_duration,burn_duration,add,3,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
infernus_concussive_combustion,infernus_concussive_combustion_t1,1,1,infernus_concussive_combustion::damage,damage,add,100,damage,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
infernus_concussive_combustion,infernus_concussive_combustion_t2,2,2,infernus_concussive_combustion::ability_cooldown,ability_cooldown,reduce_cooldown,-65,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
infernus_concussive_combustion,infernus_concussive_combustion_t2,2,2,infernus_concussive_combustion::life_steal_percent_on_hit,life_steal_percent_on_hit,unlock,100,percent,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
infernus_concussive_combustion,infernus_concussive_combustion_t3,3,5,infernus_concussive_combustion::stun_duration,stun_duration,add,0.9,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
infernus_concussive_combustion,infernus_concussive_combustion_t3,3,5,infernus_concussive_combustion::radius,radius,add,10,meters,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
ivy_entangling_thorns,ivy_entangling_thorns_t1,1,1,ivy_entangling_thorns::ability_charges,ability_charges,add_charge,1,charges,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
ivy_entangling_thorns,ivy_entangling_thorns_t2,2,2,ivy_entangling_thorns::radius,radius,add,2,meters,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
ivy_entangling_thorns,ivy_entangling_thorns_t2,2,2,ivy_entangling_thorns::dps,dps,add,0,damage_per_second,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=spirit; coefficient=0.5.
ivy_entangling_thorns,ivy_entangling_thorns_t2,2,2,ivy_entangling_thorns::dps,dps_spirit_scaling,modify_scaling,0.5,multiplier,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=spirit.
ivy_entangling_thorns,ivy_entangling_thorns_t3,3,5,ivy_entangling_thorns::time_to_entangle,time_to_entangle,unlock,2,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
ivy_entangling_thorns,ivy_entangling_thorns_t3,3,5,ivy_entangling_thorns::entangle_duration,entangle_duration,unlock,1.6,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
ivy_kudzu_connection,ivy_kudzu_connection_t1,1,1,ivy_kudzu_connection::move_speed_bonus,move_speed_bonus,unlock,2,units_per_second,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
ivy_kudzu_connection,ivy_kudzu_connection_t2,2,2,ivy_kudzu_connection::bonus_fire_rate,bonus_fire_rate,add,8,percent,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
ivy_kudzu_connection,ivy_kudzu_connection_t2,2,2,ivy_kudzu_connection::bullet_lifesteal_percent,bullet_lifesteal_percent,add,8,percent,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
ivy_kudzu_connection,ivy_kudzu_connection_t3,3,5,ivy_kudzu_connection::ability_duration,ability_duration,subtract,-13,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
ivy_kudzu_connection,ivy_kudzu_connection_t3,3,5,ivy_kudzu_connection::ability_cooldown,ability_cooldown,reduce_cooldown,-37,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
ivy_stone_form,ivy_stone_form_t1,1,1,ivy_stone_form::max_health_regen,max_health_regen,add,7,health,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
ivy_stone_form,ivy_stone_form_t2,2,2,ivy_stone_form::ability_cooldown,ability_cooldown,reduce_cooldown,-25,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
ivy_stone_form,ivy_stone_form_t3,3,5,ivy_stone_form::stun_duration,stun_duration,add,0.75,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
ivy_stone_form,ivy_stone_form_t3,3,5,ivy_stone_form::damage,damage,add,0,damage,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=spirit; coefficient=1.5.
ivy_stone_form,ivy_stone_form_t3,3,5,ivy_stone_form::damage,damage_spirit_scaling,modify_scaling,1.5,multiplier,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=spirit.
ivy_air_drop,ivy_air_drop_t1,1,1,ivy_air_drop::air_drop_bullet_shield,air_drop_bullet_shield,add,300,health,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=spirit; coefficient=0.7.
ivy_air_drop,ivy_air_drop_t1,1,1,ivy_air_drop::air_drop_bullet_shield,air_drop_bullet_shield_spirit_scaling,modify_scaling,0.7,multiplier,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=spirit.
ivy_air_drop,ivy_air_drop_t2,2,2,ivy_air_drop::slow_percent,slow_percent,unlock,40,percent,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
ivy_air_drop,ivy_air_drop_t2,2,2,ivy_air_drop::debuff_duration,debuff_duration,unlock,3,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
ivy_air_drop,ivy_air_drop_t3,3,5,ivy_air_drop::silence_duration,silence_duration,unlock,3,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
ivy_air_drop,ivy_air_drop_t3,3,5,ivy_air_drop::explode_damage,explode_damage,add,0,damage,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=spirit; coefficient=1.5.
ivy_air_drop,ivy_air_drop_t3,3,5,ivy_air_drop::explode_damage,explode_damage_spirit_scaling,modify_scaling,1.5,multiplier,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=spirit.
ivy_air_drop,ivy_air_drop_t3,3,5,ivy_air_drop::air_drop_bullet_shield,air_drop_bullet_shield,add,0,health,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=spirit; coefficient=1.
ivy_air_drop,ivy_air_drop_t3,3,5,ivy_air_drop::air_drop_bullet_shield,air_drop_bullet_shield_spirit_scaling,modify_scaling,1,multiplier,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=spirit.
kelvin_frost_grenade,kelvin_frost_grenade_t1,1,1,kelvin_frost_grenade::damage,damage,add,30,damage,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
kelvin_frost_grenade,kelvin_frost_grenade_t1,1,1,kelvin_frost_grenade::heal_amount,heal_amount,add,30,health,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
kelvin_frost_grenade,kelvin_frost_grenade_t2,2,2,kelvin_frost_grenade::pause_stamina_regen,pause_stamina_regen,unlock,1,flat,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
kelvin_frost_grenade,kelvin_frost_grenade_t2,2,2,kelvin_frost_grenade::ability_cooldown,ability_cooldown,reduce_cooldown,-10,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
kelvin_frost_grenade,kelvin_frost_grenade_t3,3,5,kelvin_frost_grenade::radius,radius,add,2,meters,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
kelvin_frost_grenade,kelvin_frost_grenade_t3,3,5,kelvin_frost_grenade::heal_amount,heal_amount,add,0,health,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=spirit; coefficient=0.9.
kelvin_frost_grenade,kelvin_frost_grenade_t3,3,5,kelvin_frost_grenade::heal_amount,heal_amount_spirit_scaling,modify_scaling,0.9,multiplier,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=spirit.
kelvin_frost_grenade,kelvin_frost_grenade_t3,3,5,kelvin_frost_grenade::damage,damage,add,0,damage,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=spirit; coefficient=0.8.
kelvin_frost_grenade,kelvin_frost_grenade_t3,3,5,kelvin_frost_grenade::damage,damage_spirit_scaling,modify_scaling,0.8,multiplier,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=spirit.
kelvin_ice_path,kelvin_ice_path_t1,1,1,kelvin_ice_path::move_speed_bonus,move_speed_bonus,add,2,units_per_second,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
kelvin_ice_path,kelvin_ice_path_t1,1,1,kelvin_ice_path::bullet_resist,bullet_resist,unlock,35,percent,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
kelvin_ice_path,kelvin_ice_path_t2,2,2,kelvin_ice_path::ability_cooldown,ability_cooldown,reduce_cooldown,-25,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
kelvin_ice_path,kelvin_ice_path_t3,3,5,kelvin_ice_path::bonus_spirit_pct,bonus_spirit_pct,unlock,35,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
kelvin_ice_path,kelvin_ice_path_t3,3,5,kelvin_ice_path::bonus_spirit,bonus_spirit,unlock,20,flat,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
kelvin_arctic_beam,kelvin_arctic_beam_t1,1,1,kelvin_arctic_beam::max_slow_percent,max_slow_percent,add,25,percent,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
kelvin_arctic_beam,kelvin_arctic_beam_t1,1,1,kelvin_arctic_beam::max_fire_rate_slow_percent,max_fire_rate_slow_percent,add,25,percent,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
kelvin_arctic_beam,kelvin_arctic_beam_t2,2,2,kelvin_arctic_beam::dps,dps,add,20,damage_per_second,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=spirit; coefficient=0.6.
kelvin_arctic_beam,kelvin_arctic_beam_t2,2,2,kelvin_arctic_beam::dps,dps_spirit_scaling,modify_scaling,0.6,multiplier,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=spirit.
kelvin_arctic_beam,kelvin_arctic_beam_t3,3,5,kelvin_arctic_beam::beam_split,beam_split,add,10,flat,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=range; coefficient=0.93.
kelvin_arctic_beam,kelvin_arctic_beam_t3,3,5,kelvin_arctic_beam::beam_split,beam_split_range_scaling,modify_scaling,0.93,multiplier,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=range.
kelvin_arctic_beam,kelvin_arctic_beam_t3,3,5,kelvin_arctic_beam::beam_split_count,beam_split_count,unlock,2,count,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
kelvin_arctic_beam,kelvin_arctic_beam_t3,3,5,kelvin_arctic_beam::ability_cooldown,ability_cooldown,reduce_cooldown,-13,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
kelvin_frozen_shelter,kelvin_frozen_shelter_t1,1,1,kelvin_frozen_shelter::ability_cooldown,ability_cooldown,reduce_cooldown,-20,seconds,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
kelvin_frozen_shelter,kelvin_frozen_shelter_t2,2,2,kelvin_frozen_shelter::ability_duration,ability_duration,add,1.5,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
kelvin_frozen_shelter,kelvin_frozen_shelter_t3,3,5,kelvin_frozen_shelter::bonus_health_regen,bonus_health_regen,add,65,health,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=spirit; coefficient=1.
kelvin_frozen_shelter,kelvin_frozen_shelter_t3,3,5,kelvin_frozen_shelter::bonus_health_regen,bonus_health_regen_spirit_scaling,modify_scaling,1,multiplier,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=spirit.
kelvin_frozen_shelter,kelvin_frozen_shelter_t3,3,5,kelvin_frozen_shelter::purge_on_cast,purge_on_cast,unlock,1,flat,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_essence_bomb,lady_geist_essence_bomb_t1,1,1,lady_geist_essence_bomb::ability_cooldown,ability_cooldown,reduce_cooldown,-5,seconds,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_essence_bomb,lady_geist_essence_bomb_t2,2,2,lady_geist_essence_bomb::damage,damage,add,50,damage,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_essence_bomb,lady_geist_essence_bomb_t2,2,2,lady_geist_essence_bomb::radius,radius,add,2,meters,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_essence_bomb,lady_geist_essence_bomb_t3,3,5,lady_geist_essence_bomb::blood_spill_dps_percent,blood_spill_dps_percent,unlock,26,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_essence_bomb,lady_geist_essence_bomb_t3,3,5,lady_geist_essence_bomb::blood_spill_duration,blood_spill_duration,unlock,6,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_life_drain,lady_geist_life_drain_t1,1,1,lady_geist_life_drain::life_drain_per_second,life_drain_per_second,add,13,flat,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_life_drain,lady_geist_life_drain_t2,2,2,lady_geist_life_drain::ability_duration,ability_duration,add,2.5,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_life_drain,lady_geist_life_drain_t3,3,5,lady_geist_life_drain::ability_charges,ability_charges,add_charge,3,charges,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_life_drain,lady_geist_life_drain_t3,3,5,lady_geist_life_drain::ability_cooldown_between_charge,ability_cooldown_between_charge,unlock,0.1,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_life_drain,lady_geist_life_drain_t3,3,5,lady_geist_life_drain::life_drain_per_second,life_drain_per_second,add,0,flat,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=spirit; coefficient=0.3.
lady_geist_life_drain,lady_geist_life_drain_t3,3,5,lady_geist_life_drain::life_drain_per_second,life_drain_per_second_spirit_scaling,modify_scaling,0.3,multiplier,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=spirit.
lady_geist_malice,lady_geist_malice_t1,1,1,lady_geist_malice::ability_cooldown,ability_cooldown,reduce_cooldown,-3,seconds,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_malice,lady_geist_malice_t2,2,2,lady_geist_malice::health_to_damage,health_to_damage,add,25.2,health,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_malice,lady_geist_malice_t2,2,2,lady_geist_malice::num_blood_shards,num_blood_shards,add,4,flat,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_malice,lady_geist_malice_t2,2,2,lady_geist_malice::spread_angle_degrees,spread_angle_degrees,add,22,degrees,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_malice,lady_geist_malice_t3,3,5,lady_geist_malice::vulnerability_per_stack,vulnerability_per_stack,add,8,flat,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_soul_exchange,lady_geist_soul_exchange_t1,1,1,lady_geist_soul_exchange::ability_cooldown,ability_cooldown,reduce_cooldown,-50,seconds,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_soul_exchange,lady_geist_soul_exchange_t2,2,2,lady_geist_soul_exchange::silence_duration,silence_duration,unlock,3,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_soul_exchange,lady_geist_soul_exchange_t2,2,2,lady_geist_soul_exchange::silence_radius,silence_radius,unlock,25,meters,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_soul_exchange,lady_geist_soul_exchange_t3,3,5,lady_geist_soul_exchange::self_buff_duration,self_buff_duration,unlock,8,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_soul_exchange,lady_geist_soul_exchange_t3,3,5,lady_geist_soul_exchange::tech_resist,tech_resist,unlock,50,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_soul_exchange,lady_geist_soul_exchange_t3,3,5,lady_geist_soul_exchange::bonus_fire_rate,bonus_fire_rate,unlock,40,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lady_geist_soul_exchange,lady_geist_soul_exchange_t3,3,5,lady_geist_soul_exchange::bonus_spirit,bonus_spirit,unlock,60,flat,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_ground_strike,lash_ground_strike_t1,1,1,lash_ground_strike::ability_cooldown,ability_cooldown,reduce_cooldown,-10,seconds,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_ground_strike,lash_ground_strike_t2,2,2,lash_ground_strike::enemy_slow_pct,enemy_slow_pct,unlock,50,percent,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_ground_strike,lash_ground_strike_t2,2,2,lash_ground_strike::slow_duration,slow_duration,unlock,3,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_ground_strike,lash_ground_strike_t2,2,2,lash_ground_strike::stomp_bounce_height,stomp_bounce_height,unlock,400,meters,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_ground_strike,lash_ground_strike_t2,2,2,lash_ground_strike::toss_duration,toss_duration,unlock,1,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_ground_strike,lash_ground_strike_t3,3,5,lash_ground_strike::stomp_damage_per_meter_primary_value,stomp_damage_per_meter_primary_value,unlock,2.13,damage,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_ground_strike,lash_ground_strike_t3,3,5,lash_ground_strike::stomp_damage_per_meter_primary_scale_value,stomp_damage_per_meter_primary_scale_value,unlock,0.03255,damage,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_ground_strike,lash_ground_strike_t3,3,5,lash_ground_strike::stomp_damage_per_meter_primary_scale_type,stomp_damage_per_meter_primary_scale_type,unlock,spirit,identifier,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_ground_strike,lash_ground_strike_t3,3,5,lash_ground_strike::stomp_damage_per_meter_primary_multiply,stomp_damage_per_meter_primary_multiply,unlock,true,boolean,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_ground_strike,lash_ground_strike_t3,3,5,lash_ground_strike::stomp_damage_per_meter_secondary_value,stomp_damage_per_meter_secondary_value,unlock,2.13,damage,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_ground_strike,lash_ground_strike_t3,3,5,lash_ground_strike::stomp_damage_per_meter_secondary_scale_value,stomp_damage_per_meter_secondary_scale_value,unlock,0.008137,damage,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_ground_strike,lash_ground_strike_t3,3,5,lash_ground_strike::stomp_damage_per_meter_secondary_scale_type,stomp_damage_per_meter_secondary_scale_type,unlock,spirit,identifier,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_ground_strike,lash_ground_strike_t3,3,5,lash_ground_strike::stomp_damage_per_meter_secondary_multiply,stomp_damage_per_meter_secondary_multiply,unlock,true,boolean,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_grapple,lash_grapple_t1,1,1,lash_grapple::ability_cooldown,ability_cooldown,reduce_cooldown,-17,seconds,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_grapple,lash_grapple_t2,2,2,lash_grapple::ability_cast_range,ability_cast_range,add,20,meters,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_grapple,lash_grapple_t2,2,2,lash_grapple::weapon_damage_bonus,weapon_damage_bonus,unlock,7,damage,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_grapple,lash_grapple_t2,2,2,lash_grapple::weapon_damage_bonus_duration,weapon_damage_bonus_duration,unlock,10,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_grapple,lash_grapple_t3,3,5,lash_grapple::ability_charges,ability_charges,add_charge,1,charges,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_grapple,lash_grapple_t3,3,5,lash_grapple::restore_stamina_on_use,restore_stamina_on_use,unlock,1,flat,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_grapple,lash_grapple_t3,3,5,lash_grapple::air_control_percent,air_control_percent,unlock,60,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_flog,lash_flog_t1,1,1,lash_flog::enemy_slow_duration,enemy_slow_duration,unlock,3,seconds,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_flog,lash_flog_t1,1,1,lash_flog::enemy_slow_pct,enemy_slow_pct,unlock,35,percent,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_flog,lash_flog_t2,2,2,lash_flog::ability_cooldown,ability_cooldown,reduce_cooldown,-16,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_flog,lash_flog_t2,2,2,lash_flog::fire_rate_slow,fire_rate_slow,unlock,30,percent,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_flog,lash_flog_t3,3,5,lash_flog::damage,damage,add,80,damage,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_flog,lash_flog_t3,3,5,lash_flog::targeting_cone_angle,targeting_cone_angle,add,40,degrees,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_flog,lash_flog_t3,3,5,lash_flog::heal_pct_vs_heroes,heal_pct_vs_heroes,add,20,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_flog,lash_flog_t3,3,5,lash_flog::heal_pct_vs_non_heroes,heal_pct_vs_non_heroes,add,6,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_death_slam,lash_death_slam_t1,1,1,lash_death_slam::throw_distance,throw_distance,add,12,meters,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_death_slam,lash_death_slam_t2,2,2,lash_death_slam::ability_cooldown,ability_cooldown,reduce_cooldown,-35,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_death_slam,lash_death_slam_t3,3,5,lash_death_slam::stun_duration,stun_duration,unlock,1.2,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
lash_death_slam,lash_death_slam_t3,3,5,lash_death_slam::ability_cast_range,ability_cast_range,add,6,meters,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
mcginnis_mini_turret,mcginnis_mini_turret_t1,1,1,mcginnis_mini_turret::turret_attack_range,turret_attack_range,add,10,meters,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
mcginnis_mini_turret,mcginnis_mini_turret_t1,1,1,mcginnis_mini_turret::turret_dps,turret_dps,add,10,damage_per_second,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
mcginnis_mini_turret,mcginnis_mini_turret_t2,2,2,mcginnis_mini_turret::ability_charges,ability_charges,add_charge,2,charges,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
mcginnis_mini_turret,mcginnis_mini_turret_t3,3,5,mcginnis_mini_turret::attack_speed_mult,attack_speed_mult,add,25,multiplier,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
mcginnis_mini_turret,mcginnis_mini_turret_t3,3,5,mcginnis_mini_turret::turret_lifetime,turret_lifetime,add,12,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
mcginnis_medicinal_specter,mcginnis_medicinal_specter_t1,1,1,mcginnis_medicinal_specter::ability_duration,ability_duration,add,1.5,seconds,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
mcginnis_medicinal_specter,mcginnis_medicinal_specter_t2,2,2,mcginnis_medicinal_specter::ability_cooldown,ability_cooldown,reduce_cooldown,-20,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
